religion,quoteID,date,topic
Catholic Church,2019-04-18-018148,2019-04-18 09:00:12,politics
Catholic Church,2019-07-10-065015,2019-07-10 23:38:10,politics
Catholic Church,2019-12-04-083614,2019-12-04 10:04:50,television
Presbyterianism,2019-05-16-094520,2019-05-16 23:49:23,opinion
Catholic Church,2019-09-04-101365,2019-09-04 07:00:06,africa
Methodism,2019-02-07-119779,2019-02-07 00:44:47,politics
Catholic Church,2019-07-04-011272,2019-07-04 18:39:02,politics
other,2019-08-15-038509,2019-08-15 19:42:50,movies
Baptists,2019-01-14-047489,2019-01-14 10:00:06,nyregion
Catholic Church,2019-02-06-059008,2019-02-06 22:56:05,europe
Catholic Church,2019-09-06-083323,2019-09-06 09:00:39,nyregion
Methodism,2019-05-04-044035,2019-05-04 12:42:20,politics
Judaism,2019-03-05-086852,2019-03-05 00:39:47,politics
Presbyterianism,2019-01-31-096918,2019-01-31 02:21:48,politics
other,2019-04-30-107546,2019-04-30 11:23:53,americas
Methodism,2019-04-16-103720,2019-04-16 09:00:20,magazine
Islam,2019-10-04-031097,2019-10-04 21:48:04,sports
Methodism,2019-10-25-058293,2019-10-25 16:02:45,politics
Judaism,2019-08-06-073233,2019-08-06 18:59:38,politics
Baptists,2019-11-21-098953,2019-11-21 20:47:52,politics
Catholic Church,2019-11-05-098614,2019-11-05 08:45:48,television
Anglicanism,2019-11-21-115484,2019-11-21 12:00:11,politics
Catholic Church,2019-03-21-019361,2019-03-21 09:18:57,television
Catholic Church,2019-06-11-027608,2019-06-11 07:58:29,television
Judaism,2019-11-29-033222,2019-11-29 21:56:26,politics
other,2019-02-25-048978,2019-02-25 10:00:03,magazine
Catholic Church,2019-01-04-043421,2019-01-04 20:17:33,sunday
Catholic Church,2019-08-10-031834,2019-08-10 10:02:13,style
Catholic Church,2019-11-09-038044,2019-11-09 10:00:18,politics
other,2019-10-24-091662,2019-10-24 09:00:16,movies
Baptists,2019-05-22-108786,2019-05-22 17:51:00,style
Baptists,2019-10-09-101924,2019-10-09 00:09:28,politics
Presbyterianism,2019-05-27-064028,2019-05-27 12:00:05,television
Catholic Church,2019-06-19-130886,2019-06-19 07:46:45,asia
Presbyterianism,2019-06-12-037388,2019-06-12 21:26:58,politics
other,2019-02-05-041211,2019-02-05 23:21:06,nyregion
other,2019-05-08-067421,2019-05-08 12:55:07,politics
other,2019-07-18-054541,2019-07-18 19:28:50,review
other,2019-02-16-046341,2019-02-16 20:55:49,politics
Islam,2019-04-02-107076,2019-04-02 07:00:04,nyregion
Presbyterianism,2019-09-07-054816,2019-09-07 15:31:46,politics
Catholic Church,2019-10-18-004375,2019-10-18 06:38:11,television
Catholic Church,2019-10-16-006868,2019-10-16 05:43:16,television
atheism,2019-04-30-016953,2019-04-30 17:30:04,technology
Anglicanism,2019-10-24-019141,2019-10-24 22:13:34,africa
Catholic Church,2019-07-10-020256,2019-07-10 10:24:41,opinion
Baptists,2019-03-27-042103,2019-03-27 09:00:11,politics
other,2019-07-19-025390,2019-07-19 17:52:12,europe
Presbyterianism,2019-07-27-014423,2019-07-27 00:09:45,opinion
other,2019-09-23-040360,2019-09-23 09:47:40,briefing
Presbyterianism,2019-07-04-027407,2019-07-04 09:00:09,politics
other,2019-12-23-032124,2019-12-23 17:30:06,television
Judaism,2019-09-14-032866,2019-09-14 23:09:20,politics
other,2019-04-05-080842,2019-04-05 20:29:59,politics
other,2019-02-20-085853,2019-02-20 00:28:06,opinion
Catholic Church,2019-12-07-043767,2019-12-07 14:39:29,us
Islam,2019-08-15-087180,2019-08-15 14:00:04,music
Judaism,2019-07-17-104141,2019-07-17 07:00:07,nyregion
other,2019-10-10-119725,2019-10-10 14:00:05,music
Anglicanism,2019-11-29-001561,2019-11-29 16:06:50,europe
other,2019-08-29-017524,2019-08-29 05:00:07,opinion
Catholic Church,2019-02-04-016983,2019-02-04 15:55:54,middleeast
other,2019-05-29-021182,2019-05-29 23:14:39,opinion
Anglicanism,2019-07-03-024241,2019-07-03 22:38:39,politics
Catholic Church,2019-08-23-040111,2019-08-23 23:16:51,politics
other,2019-05-15-049228,2019-05-15 01:00:30,middleeast
Presbyterianism,2019-03-14-074608,2019-03-14 15:37:30,politics
Catholic Church,2019-10-18-087785,2019-10-18 07:41:52,europe
Judaism,2019-04-15-087155,2019-04-15 17:57:18,politics
other,2019-02-16-063504,2019-02-16 20:55:49,politics
Islam,2019-07-04-070120,2019-07-04 16:00:23,middleeast
Catholic Church,2019-10-17-006510,2019-10-17 19:51:50,politics
other,2019-06-06-006782,2019-06-06 13:40:15,politics
Judaism,2019-11-22-016718,2019-11-22 14:41:25,middleeast
Catholic Church,2019-01-08-017131,2019-01-08 10:00:06,nyregion
atheism,2019-11-22-022557,2019-11-22 22:12:08,arts
Baptists,2019-09-19-031707,2019-09-19 21:55:26,politics
other,2019-11-16-016231,2019-11-16 00:17:14,tennis
other,2019-09-24-031944,2019-09-24 14:29:08,europe
Christianity,2019-03-03-022221,2019-03-03 07:37:40,television
other,2019-07-08-040765,2019-07-08 16:10:54,asia
Baptists,2019-05-13-063313,2019-05-13 09:00:21,politics
Catholic Church,2019-06-28-083873,2019-06-28 14:31:27,politics
other,2019-05-23-135641,2019-05-23 08:00:10,movies
Catholic Church,2019-05-14-005087,2019-05-14 20:21:02,politics
Baptists,2019-05-08-028580,2019-05-08 15:07:38,politics
other,2019-05-16-038035,2019-05-16 23:57:00,politics
Methodism,2019-08-05-038766,2019-08-05 22:10:33,politics
Catholic Church,2019-11-12-047891,2019-11-12 00:27:00,americas
other,2019-02-08-077064,2019-02-08 13:13:54,middleeast
Catholic Church,2019-04-11-094108,2019-04-11 09:12:53,television
Catholic Church,2019-05-14-093827,2019-05-14 07:10:03,television
Islam,2019-01-31-114459,2019-01-31 10:00:01,magazine
Presbyterianism,2019-11-07-014816,2019-11-07 00:47:49,opinion
Baptists,2019-05-01-025425,2019-05-01 22:46:12,opinion
Catholic Church,2019-04-05-067085,2019-04-05 23:28:15,politics
other,2019-11-20-065944,2019-11-20 16:19:13,movies
other,2019-08-14-068594,2019-08-14 16:48:36,us
Catholic Church,2019-02-12-091021,2019-02-12 10:00:11,politics
Catholic Church,2019-04-25-077957,2019-04-25 01:45:06,theater
Catholic Church,2019-07-29-004215,2019-07-29 18:43:04,politics
other,2019-07-28-007608,2019-07-28 18:17:11,politics
Judaism,2019-06-19-028495,2019-06-19 09:00:09,magazine
Christianity,2019-05-08-028659,2019-05-08 09:30:48,television
Judaism,2019-12-09-030747,2019-12-09 11:00:09,politics
other,2019-06-27-041267,2019-06-27 19:48:50,politics
other,2019-02-11-059202,2019-02-11 13:38:26,middleeast
other,2019-03-07-118627,2019-03-07 10:00:07,politics
Judaism,2019-03-26-129243,2019-03-26 15:30:45,television
Presbyterianism,2019-09-11-031772,2019-09-11 17:50:59,politics
other,2019-08-16-026759,2019-08-16 15:24:53,europe
other,2019-04-30-039382,2019-04-30 02:06:12,asia
Presbyterianism,2019-01-09-036967,2019-01-09 18:58:06,politics
Judaism,2019-09-04-072375,2019-09-04 09:00:03,magazine
other,2019-12-29-025624,2019-12-29 10:00:13,technology
Catholic Church,2019-01-09-076619,2019-01-09 09:53:34,television
Judaism,2019-01-29-121527,2019-01-29 00:22:16,politics
Judaism,2019-01-07-098903,2019-01-07 23:46:29,middleeast
other,2019-09-30-109862,2019-09-30 12:30:11,music
Catholic Church,2019-04-19-005898,2019-04-19 08:42:45,television
Judaism,2019-07-23-016240,2019-07-23 00:27:31,opinion
Judaism,2019-07-03-022851,2019-07-03 16:41:11,opinion
Methodism,2019-11-07-041349,2019-11-07 16:39:21,politics
Judaism,2019-04-23-026324,2019-04-23 09:00:13,politics
other,2019-02-20-055164,2019-02-20 21:15:00,politics
Judaism,2019-05-17-054959,2019-05-17 16:00:01,us
other,2019-09-16-051918,2019-09-16 21:08:07,politics
Anglicanism,2019-11-04-070937,2019-11-04 22:55:23,europe
Judaism,2019-03-13-083791,2019-03-13 23:18:10,politics
other,2019-11-15-001526,2019-11-15 18:11:22,television
Presbyterianism,2019-09-19-003731,2019-09-19 14:11:58,style
Methodism,2019-03-05-017243,2019-03-05 10:00:07,politics
Catholic Church,2019-02-10-009946,2019-02-10 10:00:04,us
other,2019-08-05-030844,2019-08-05 00:38:31,politics
Presbyterianism,2019-10-29-047636,2019-10-29 21:48:41,americas
Christianity,2019-01-11-064527,2019-01-11 16:11:08,asia
Judaism,2019-07-31-055210,2019-07-31 17:57:42,politics
Catholic Church,2019-11-01-072645,2019-11-01 06:17:44,television
Anglicanism,2019-03-28-090124,2019-03-28 15:00:03,opinion
other,2015-12-30-091388,2015-12-30 01:52:54,dealbook
Judaism,2015-07-31-090288,2015-07-31 06:49:05,middleeast
other,2015-07-31-123091,2015-07-31 04:48:49,politics
Catholic Church,2015-07-31-085638,2015-07-31 12:35:59,africa
Methodism,2019-11-18-104835,2019-11-18 05:01:18,politics
Catholic Church,2019-11-01-115066,2019-11-01 06:17:44,television
other,2019-03-27-075466,2019-03-27 19:30:31,politics
other,2019-10-10-074740,2019-10-10 09:00:22,politics
other,2019-01-14-009305,2019-01-14 10:00:01,politics
Presbyterianism,2019-02-25-080175,2019-02-25 11:14:50,dealbook
other,2019-08-01-015011,2019-08-01 16:26:11,politics
Islam,2019-04-10-105537,2019-04-10 00:01:56,middleeast
other,2019-09-19-027311,2019-09-19 09:00:12,politics
other,2019-12-19-087718,2019-12-19 12:30:27,europe
other,2019-08-06-095064,2019-08-06 23:19:43,americas
Presbyterianism,2019-11-02-022697,2019-11-02 02:31:53,politics
Islam,2019-02-14-055814,2019-02-14 19:48:09,africa
Christianity,2019-04-01-001204,2019-04-01 16:18:44,asia
atheism,2019-09-06-002820,2019-09-06 09:00:01,review
Judaism,2019-09-14-006487,2019-09-14 22:58:06,sunday
other,2019-07-08-011124,2019-07-08 16:10:54,asia
Christianity,2019-03-13-032501,2019-03-13 23:18:10,politics
Presbyterianism,2019-10-04-036657,2019-10-04 16:16:13,review
Baptists,2019-10-08-040595,2019-10-08 09:00:06,review
Judaism,2019-07-03-037243,2019-07-03 09:00:09,politics
Catholic Church,2019-11-17-057429,2019-11-17 11:48:57,europe
Presbyterianism,2019-06-24-107192,2019-06-24 13:30:05,technology
Catholic Church,2019-01-23-130500,2019-01-23 10:03:16,television
other,2019-10-22-067401,2019-10-22 13:00:29,politics
Presbyterianism,2019-05-09-134782,2019-05-09 18:19:38,politics
Presbyterianism,2019-02-01-010896,2019-02-01 02:38:16,politics
other,2019-08-02-009993,2019-08-02 20:10:52,politics
Catholic Church,2019-07-01-009134,2019-07-01 23:31:43,politics
other,2019-11-23-005694,2019-11-23 08:54:49,europe
Catholic Church,2019-02-12-012076,2019-02-12 10:00:11,politics
Catholic Church,2019-12-10-019765,2019-12-10 21:47:23,europe
Presbyterianism,2019-06-23-044603,2019-06-23 01:37:09,middleeast
Judaism,2019-12-16-019089,2019-12-16 10:00:04,books
Catholic Church,2019-08-18-046409,2019-08-18 15:49:53,europe
Methodism,2019-07-23-029633,2019-07-23 01:46:29,politics
Judaism,2019-11-04-116963,2019-11-04 21:01:50,us
other,2019-11-29-053968,2019-11-29 19:06:49,politics
other,2019-07-25-050996,2019-07-25 15:44:35,opinion
other,2019-05-16-028475,2019-05-16 09:00:16,business
Islam,2019-05-29-093671,2019-05-29 16:42:55,middleeast
Catholic Church,2019-11-22-094196,2019-11-22 23:14:05,movies
other,2019-12-04-097861,2019-12-04 19:32:20,style
other,2019-05-01-107808,2019-05-01 22:46:12,opinion
Catholic Church,2019-05-24-049958,2019-05-24 05:00:06,sports
other,2019-04-02-125960,2019-04-02 20:55:12,review
Anglicanism,2019-02-20-001773,2019-02-20 10:00:07,review
Catholic Church,2019-03-10-032475,2019-03-10 15:00:03,review
Christianity,2019-05-21-004834,2019-05-21 06:46:23,television
atheism,2019-10-10-085514,2019-10-10 21:16:59,review
Catholic Church,2019-08-05-071442,2019-08-05 23:40:12,politics
other,2019-06-05-023250,2019-06-05 17:05:16,obituaries
Judaism,2019-03-12-082284,2019-03-12 14:20:30,business
Catholic Church,2019-06-28-025637,2019-06-28 08:50:32,television
other,2019-07-30-070979,2019-07-30 14:55:40,middleeast
Catholic Church,2019-12-20-094578,2019-12-20 11:00:06,opinion
Catholic Church,2019-10-11-042650,2019-10-11 06:13:06,television
other,2019-11-26-042877,2019-11-26 10:00:10,magazine
Presbyterianism,2019-11-04-044889,2019-11-04 21:13:33,politics
other,2019-01-19-067035,2019-01-19 13:23:15,middleeast
other,2019-10-31-061098,2019-10-31 09:00:28,movies
Catholic Church,2019-02-05-005799,2019-02-05 17:48:56,europe
other,2019-10-19-040714,2019-10-19 09:00:12,books
Methodism,2019-11-20-094144,2019-11-20 11:07:03,opinion
Methodism,2019-10-24-044760,2019-10-24 17:16:48,europe
other,2019-05-09-059388,2019-05-09 09:52:46,opinion
other,2019-09-11-074305,2019-09-11 15:46:46,politics
Presbyterianism,2019-05-20-071134,2019-05-20 21:14:50,politics
Judaism,2019-03-28-087451,2019-03-28 04:00:01,style
Catholic Church,2019-03-22-013463,2019-03-22 21:53:41,americas
Catholic Church,2019-11-18-083294,2019-11-18 05:01:18,politics
Catholic Church,2019-01-25-023781,2019-01-25 01:43:20,politics
Presbyterianism,2019-05-28-027481,2019-05-28 05:34:28,asia
Islam,2019-11-05-033329,2019-11-05 17:25:43,middleeast
other,2019-09-21-017383,2019-09-21 09:00:11,politics
Catholic Church,2019-04-13-057850,2019-04-13 15:47:37,sports
Judaism,2019-01-09-038876,2019-01-09 10:00:02,style
Judaism,2019-12-19-036649,2019-12-19 21:19:34,politics
Presbyterianism,2019-10-04-119053,2019-10-04 19:23:16,politics
Judaism,2019-06-19-129722,2019-06-19 09:55:53,fashion
Catholic Church,2019-03-27-054143,2019-03-27 09:44:01,briefing
Catholic Church,2019-05-22-062103,2019-05-22 07:38:38,television
Catholic Church,2019-04-04-066470,2019-04-04 15:43:52,politics
Anglicanism,2019-10-24-019244,2019-10-24 20:01:33,briefing
Judaism,2019-08-16-017603,2019-08-16 14:41:54,middleeast
Catholic Church,2019-09-17-071993,2019-09-17 07:31:46,television
other,2019-05-28-079195,2019-05-28 19:42:30,review
other,2019-09-24-032769,2019-09-24 14:29:08,europe
Catholic Church,2019-10-02-043921,2019-10-02 13:23:27,music
Presbyterianism,2019-05-09-046585,2019-05-09 03:32:20,politics
Judaism,2019-11-20-047078,2019-11-20 18:42:16,movies
Catholic Church,2019-11-19-111272,2019-11-19 18:27:55,politics
Judaism,2019-02-08-001085,2019-02-08 02:59:53,politics
Catholic Church,2019-09-27-074022,2019-09-27 18:28:48,politics
other,2019-05-14-007600,2019-05-14 09:00:07,review
Presbyterianism,2019-07-12-010946,2019-07-12 20:05:04,politics
Catholic Church,2019-06-08-007327,2019-06-08 18:32:01,sunday
other,2019-10-30-092150,2019-10-30 14:38:12,review
Judaism,2019-02-22-016813,2019-02-22 23:42:48,media
Catholic Church,2019-07-24-012773,2019-07-24 06:08:30,television
Islam,2019-12-04-025689,2019-12-04 20:41:22,politics
other,2019-06-20-037996,2019-06-20 09:00:10,us
Catholic Church,2019-03-04-059309,2019-03-04 23:04:36,politics
Catholic Church,2019-03-31-039427,2019-03-31 22:40:26,europe
other,2019-12-07-034869,2019-12-07 10:00:20,us
Judaism,2019-12-11-080673,2019-12-11 07:37:24,television
Presbyterianism,2019-03-28-041993,2019-03-28 21:47:22,politics
other,2019-01-02-029975,2019-01-02 10:00:01,magazine
other,2019-07-18-066905,2019-07-18 19:43:17,politics
Catholic Church,2019-06-04-101274,2019-06-04 04:02:18,briefing
Catholic Church,2019-06-10-010045,2019-06-10 08:23:03,opinion
Judaism,2019-09-11-086234,2019-09-11 01:36:02,middleeast
Presbyterianism,2019-03-14-098665,2019-03-14 15:37:30,politics
other,2019-01-02-072329,2019-01-02 11:00:03,opinion
Catholic Church,2019-11-05-122037,2019-11-05 01:16:32,asia
Judaism,2019-06-05-002791,2019-06-05 16:35:54,politics
Catholic Church,2019-11-11-008734,2019-11-11 17:31:13,review
atheism,2019-06-27-018491,2019-06-27 09:00:08,nyregion
other,2019-09-20-076373,2019-09-20 19:31:11,business
Catholic Church,2019-09-19-084737,2019-09-19 09:00:11,tennis
Catholic Church,2019-11-18-075135,2019-11-18 23:46:55,politics
Catholic Church,2019-09-07-016616,2019-09-07 09:00:18,politics
Catholic Church,2019-06-02-044490,2019-06-02 20:42:30,europe
Judaism,2019-12-17-028523,2019-12-17 20:21:57,politics
Catholic Church,2019-05-17-098957,2019-05-17 15:57:07,americas
Catholic Church,2019-11-14-048696,2019-11-14 18:29:27,politics
atheism,2019-07-26-030625,2019-07-26 22:03:45,review
Presbyterianism,2019-06-11-049630,2019-06-11 18:28:08,politics
other,2019-07-19-032956,2019-07-19 23:22:20,tennis
other,2019-03-27-119744,2019-03-27 05:00:04,opinion
Catholic Church,2019-11-13-058550,2019-11-13 01:21:31,politics
Presbyterianism,2019-03-09-054046,2019-03-09 00:39:23,politics
Baptists,2019-04-06-062791,2019-04-06 23:49:18,politics
Catholic Church,2019-12-30-038446,2019-12-30 10:00:15,politics
other,2019-04-30-076691,2019-04-30 22:39:49,asia
Presbyterianism,2019-10-18-005036,2019-10-18 15:33:27,politics
other,2019-06-27-070584,2019-06-27 13:19:36,asia
Catholic Church,2019-04-01-020737,2019-04-01 21:27:05,americas
Catholic Church,2019-07-13-008548,2019-07-13 01:12:42,tennis
other,2019-07-23-014972,2019-07-23 22:01:29,politics
Judaism,2019-09-30-023789,2019-09-30 22:31:08,politics
atheism,2019-10-24-039921,2019-10-24 22:45:07,movies
Catholic Church,2019-06-11-041929,2019-06-11 20:23:18,politics
Christianity,2019-10-18-043356,2019-10-18 22:15:18,us
Presbyterianism,2019-11-01-047706,2019-11-01 10:07:36,opinion
Anglicanism,2019-06-02-002724,2019-06-02 14:53:31,politics
other,2019-01-17-010744,2019-01-17 18:43:42,europe
Presbyterianism,2019-01-11-009206,2019-01-11 01:30:12,politics
Judaism,2019-12-16-050093,2019-12-16 10:00:15,politics
Anglicanism,2019-04-18-035451,2019-04-18 16:40:17,arts
other,2019-12-20-059115,2019-12-20 06:04:42,politics
Catholic Church,2019-12-10-064109,2019-12-10 08:15:42,television
other,2019-09-14-039619,2019-09-14 18:30:07,sunday
Catholic Church,2019-03-25-025264,2019-03-25 20:50:05,politics
Judaism,2019-05-29-089005,2019-05-29 12:31:30,opinion
Anglicanism,2019-10-03-031280,2019-10-03 18:04:45,politics
Catholic Church,2019-08-29-033491,2019-08-29 01:16:28,politics
Catholic Church,2019-06-06-049136,2019-06-06 14:00:11,arts
Judaism,2019-09-11-111169,2019-09-11 23:25:11,politics
Judaism,2019-06-20-058730,2019-06-20 00:10:12,politics
Catholic Church,2019-11-26-109999,2019-11-26 10:34:24,politics
Methodism,2019-01-27-062219,2019-01-27 20:16:43,politics
Presbyterianism,2019-07-01-055585,2019-07-01 22:18:24,politics
other,2019-10-23-076146,2019-10-23 06:25:35,asia
Presbyterianism,2019-12-06-075733,2019-12-06 02:06:38,politics
Presbyterianism,2019-06-10-011368,2019-06-10 14:24:48,politics
Catholic Church,2019-02-23-047116,2019-02-23 19:27:23,politics
Islam,2019-10-20-015272,2019-10-20 11:45:33,asia
Judaism,2019-02-14-053564,2019-02-14 13:47:15,europe
other,2019-11-15-004932,2019-11-15 00:09:40,tennis
other,2019-11-07-086527,2019-11-07 02:19:59,opinion
Catholic Church,2019-09-02-020768,2019-09-02 09:00:06,movies
Catholic Church,2019-06-10-032781,2019-06-10 18:13:23,nyregion
Catholic Church,2019-06-28-031473,2019-06-28 15:51:37,europe
Christianity,2019-01-02-070234,2019-01-02 09:00:04,movies
Judaism,2019-06-05-105290,2019-06-05 12:54:00,us
Catholic Church,2019-05-21-046559,2019-05-21 06:46:23,television
Catholic Church,2019-06-15-025712,2019-06-15 16:59:57,asia
other,2019-11-06-064312,2019-11-06 10:00:01,magazine
Catholic Church,2019-05-09-066364,2019-05-09 09:52:46,opinion
atheism,2019-07-23-044363,2019-07-23 04:53:50,books
other,2019-03-12-006155,2019-03-12 09:00:34,politics
Catholic Church,2019-03-19-078443,2019-03-19 07:58:45,politics
Catholic Church,2019-08-27-075123,2019-08-27 10:19:09,opinion
Judaism,2019-02-07-097940,2019-02-07 20:33:08,politics
Anglicanism,2019-04-15-027296,2019-04-15 02:15:04,television
Judaism,2019-01-09-106940,2019-01-09 10:00:02,style
Anglicanism,2019-09-12-121514,2019-09-12 09:32:15,arts
Catholic Church,2019-10-03-124972,2019-10-03 05:55:36,television
Judaism,2019-09-20-119582,2019-09-20 15:53:54,style
Judaism,2019-09-04-008999,2019-09-04 07:00:01,middleeast
Islam,2019-09-19-017738,2019-09-19 21:33:40,opinion
Catholic Church,2019-09-05-082718,2019-09-05 03:09:45,politics
Catholic Church,2019-03-28-026223,2019-03-28 09:35:41,television
Catholic Church,2019-05-12-014214,2019-05-12 19:36:36,sports
other,2019-06-06-105703,2019-06-06 17:52:07,europe
other,2019-03-20-102860,2019-03-20 19:44:08,us
Catholic Church,2019-12-19-101310,2019-12-19 04:43:08,politics
